MOTIVO_D;DURACAO;ds_origem_sigla;ds_origem_nome;ds_destino_sigla;ds_destino_nome
Trabalho Serviços;30;BRE;BOM RETIRO;VMN;VILA MARIANA
Trabalho Serviços;5;BVI;BELA VISTA;VMN;VILA MARIANA
Trabalho Indústria;50;BRE;BOM RETIRO;LAP;LAPA
Trabalho Serviços;15;BRE;BOM RETIRO;CON;CONSOLACAO
Trabalho Serviços;30;BRE;BOM RETIRO;SCE;SANTA CECILIA
Trabalho Comércio;10;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Comércio;30;BRE;BOM RETIRO;BRS;BRAS
Trabalho Serviços;110;BRE;BOM RETIRO;INI;ITAIM BIBI
Trabalho Serviços;5;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Comércio;15;BRE;BOM RETIRO;BRS;BRAS
Trabalho Comércio;10;BRS;BRAS;SEE;SE
Trabalho Comércio;5;SEE;SE;SEE;SE
Trabalho Comércio;10;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Comércio;10;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;10;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;20;BRE;BOM RETIRO;REP;REPUBLICA
Trabalho Serviços;5;REP;REPUBLICA;REP;REPUBLICA
Trabalho Serviços;55;BRE;BOM RETIRO;VLE;VILA LEOPOLDINA
Trabalho Comércio;30;BRE;BOM RETIRO;SCE;SANTA CECILIA
Trabalho Comércio;15;BRE;BOM RETIRO;SCE;SANTA CECILIA
Trabalho Indústria;30;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;40;BRE;BOM RETIRO;REP;REPUBLICA
Trabalho Serviços;15;BRE;BOM RETIRO;SCE;SANTA CECILIA
Trabalho Serviços;30;BRE;BOM RETIRO;SCE;SANTA CECILIA
Trabalho Serviços;45;BRE;BOM RETIRO;CVE;CASA VERDE
Trabalho Indústria;15;SEE;SE;BRE;BOM RETIRO
Trabalho Serviços;1;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;1;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Comércio;10;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Comércio;2;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;60;BRE;BOM RETIRO;BVI;BELA VISTA
Trabalho Serviços;10;BRE;BOM RETIRO;SCE;SANTA CECILIA
Trabalho Serviços;30;BRE;BOM RETIRO;CAR;CARRAO
Trabalho Comércio;40;BRE;BOM RETIRO;fora_sp;Fora São Paulo
Trabalho Serviços;25;CON;CONSOLACAO;CVE;CASA VERDE
Trabalho Serviços;10;CVE;CASA VERDE;CVE;CASA VERDE
Trabalho Serviços;50;BRE;BOM RETIRO;fora_sp;Fora São Paulo
Trabalho Serviços;60;BRE;BOM RETIRO;TAT;TATUAPE
Trabalho Serviços;1;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;3;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;20;BRE;BOM RETIRO;SCE;SANTA CECILIA
Trabalho Comércio;10;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Comércio;20;PRI;PARI;BRE;BOM RETIRO
Trabalho Comércio;10;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;20;BRE;BOM RETIRO;LIB;LIBERDADE
Trabalho Serviços;5;LIB;LIBERDADE;LIB;LIBERDADE
Trabalho Comércio;30;BRE;BOM RETIRO;BFU;BARRA FUNDA
Trabalho Indústria;15;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;20;BRE;BOM RETIRO;SCE;SANTA CECILIA
Trabalho Serviços;5;SCE;SANTA CECILIA;SCE;SANTA CECILIA
Trabalho Serviços;50;BRE;BOM RETIRO;JAB;JABAQUARA
Trabalho Comércio;4;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;15;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;1;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;10;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;15;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;70;BRE;BOM RETIRO;SAM;SANTO AMARO
Trabalho Serviços;5;SAM;SANTO AMARO;SAM;SANTO AMARO
Trabalho Serviços;10;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Comércio;20;BRE;BOM RETIRO;REP;REPUBLICA
Trabalho Serviços;10;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Indústria;10;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Indústria;10;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Comércio;5;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Comércio;5;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;30;BRE;BOM RETIRO;LIB;LIBERDADE
Trabalho Comércio;5;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Comércio;5;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Comércio;60;BRE;BOM RETIRO;BRS;BRAS
Trabalho Serviços;5;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;5;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Indústria;2;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Indústria;2;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;60;BRE;BOM RETIRO;BRS;BRAS
Trabalho Serviços;30;BRE;BOM RETIRO;SEE;SE
Trabalho Serviços;25;BRE;BOM RETIRO;SCE;SANTA CECILIA
Trabalho Indústria;15;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Indústria;15;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Indústria;10;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;7;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Indústria;10;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Indústria;10;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Indústria;10;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Indústria;3;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;30;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Comércio;20;BRE;BOM RETIRO;BRS;BRAS
Trabalho Comércio;20;BRE;BOM RETIRO;BRS;BRAS
Trabalho Comércio;20;BRE;BOM RETIRO;BRS;BRAS
Trabalho Serviços;60;BRE;BOM RETIRO;CMB;CAMBUCI
Trabalho Comércio;15;BRE;BOM RETIRO;BRS;BRAS
Trabalho Comércio;15;BRE;BOM RETIRO;BRS;BRAS
Trabalho Indústria;10;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;10;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;15;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Indústria;15;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;30;BRE;BOM RETIRO;REP;REPUBLICA
Trabalho Serviços;15;BRE;BOM RETIRO;SCE;SANTA CECILIA
Trabalho Serviços;30;BRE;BOM RETIRO;REP;REPUBLICA
Trabalho Indústria;20;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Comércio;15;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Comércio;180;BRE;BOM RETIRO;SDO;SAO DOMINGOS
Trabalho Serviços;1;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;2;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;40;STN;SANTANA;BRE;BOM RETIRO
Trabalho Serviços;10;BRE;BOM RETIRO;SEE;SE
Trabalho Comércio;5;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;35;BRE;BOM RETIRO;PIN;PINHEIROS
Trabalho Comércio;25;BRE;BOM RETIRO;BRS;BRAS
Trabalho Serviços;45;BRE;BOM RETIRO;BVI;BELA VISTA
Trabalho Serviços;10;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;70;BRE;BOM RETIRO;fora_sp;Fora São Paulo
Trabalho Serviços;13;BRE;BOM RETIRO;VGL;VILA GUILHERME
Trabalho Serviços;10;BRE;BOM RETIRO;PRI;PARI
Trabalho Indústria;15;BRE;BOM RETIRO;SCE;SANTA CECILIA
Trabalho Serviços;70;BRE;BOM RETIRO;MOE;MOEMA
Trabalho Serviços;2;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;20;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;20;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;30;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;15;BRE;BOM RETIRO;PRI;PARI
Trabalho Serviços;25;BRE;BOM RETIRO;MAN;MANDAQUI
Trabalho Serviços;30;BRE;BOM RETIRO;VMR;VILA MARIA
Trabalho Serviços;10;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;25;BRE;BOM RETIRO;BVI;BELA VISTA
Trabalho Serviços;5;BVI;BELA VISTA;BVI;BELA VISTA
Trabalho Serviços;40;BRE;BOM RETIRO;LIB;LIBERDADE
Trabalho Serviços;120;BRE;BOM RETIRO;SOC;SOCORRO
Trabalho Comércio;8;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;40;BRE;BOM RETIRO;VGL;VILA GUILHERME
Trabalho Serviços;15;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;15;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;30;BRE;BOM RETIRO;SCE;SANTA CECILIA
Trabalho Serviços;30;BRE;BOM RETIRO;JDP;JARDIM PAULISTA
Trabalho Serviços;20;BRE;BOM RETIRO;VGL;VILA GUILHERME
Trabalho Serviços;20;BRE;BOM RETIRO;VGL;VILA GUILHERME
Trabalho Comércio;20;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Comércio;5;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Comércio;5;BRE;BOM RETIRO;BRE;BOM RETIRO
Procurar Emprego;40;BRE;BOM RETIRO;BFU;BARRA FUNDA
Procurar Emprego;55;BFU;BARRA FUNDA;SAU;SAUDE
Trabalho Serviços;15;BRE;BOM RETIRO;SEE;SE
Trabalho Serviços;50;BRE;BOM RETIRO;BFU;BARRA FUNDA
Trabalho Serviços;5;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;3;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;50;BRE;BOM RETIRO;CON;CONSOLACAO
Trabalho Serviços;5;CON;CONSOLACAO;CON;CONSOLACAO
Trabalho Serviços;10;BRE;BOM RETIRO;PRI;PARI
Trabalho Comércio;30;BRE;BOM RETIRO;BRS;BRAS
Trabalho Serviços;10;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;35;BRE;BOM RETIRO;VMN;VILA MARIANA
Trabalho Serviços;63;BRE;BOM RETIRO;BRS;BRAS
Trabalho Serviços;20;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Indústria;35;BRE;BOM RETIRO;TUC;TUCURUVI
Trabalho Comércio;15;BRE;BOM RETIRO;REP;REPUBLICA
Trabalho Serviços;50;BRE;BOM RETIRO;SCE;SANTA CECILIA
Trabalho Serviços;60;BRE;BOM RETIRO;SAM;SANTO AMARO
Trabalho Serviços;20;BRE;BOM RETIRO;CON;CONSOLACAO
Trabalho Serviços;1;CON;CONSOLACAO;CON;CONSOLACAO
Trabalho Serviços;90;BRE;BOM RETIRO;fora_sp;Fora São Paulo
Trabalho Serviços;60;BRE;BOM RETIRO;INI;ITAIM BIBI
Trabalho Serviços;5;INI;ITAIM BIBI;INI;ITAIM BIBI
Trabalho Serviços;10;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;15;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;15;BRE;BOM RETIRO;BRE;BOM RETIRO
Trabalho Serviços;15;PRI;PARI;JAC;JACANA
Trabalho Serviços;10;PRI;PARI;PRI;PARI
Trabalho Serviços;60;PRI;PARI;CON;CONSOLACAO
Trabalho Comércio;3;PRI;PARI;PRI;PARI
Trabalho Serviços;5;PRI;PARI;PRI;PARI
Trabalho Serviços;5;PRI;PARI;PRI;PARI
Trabalho Comércio;25;PRI;PARI;BRS;BRAS
Trabalho Comércio;15;PRI;PARI;PRI;PARI
Trabalho Comércio;5;PRI;PARI;PRI;PARI
Trabalho Comércio;15;PRI;PARI;PRI;PARI
Trabalho Comércio;15;PRI;PARI;PRI;PARI
Trabalho Comércio;30;PRI;PARI;VGL;VILA GUILHERME
Trabalho Comércio;15;PRI;PARI;SMT;SAO MATEUS
Trabalho Comércio;10;PRI;PARI;PRI;PARI
Trabalho Comércio;5;PRI;PARI;PRI;PARI
Trabalho Comércio;5;PRI;PARI;PRI;PARI
Trabalho Comércio;15;PRI;PARI;PRI;PARI
Trabalho Comércio;40;PRI;PARI;SCE;SANTA CECILIA
Trabalho Serviços;70;PRI;PARI;INI;ITAIM BIBI
Trabalho Serviços;60;PRI;PARI;JDP;JARDIM PAULISTA
Trabalho Comércio;30;PRI;PARI;STN;SANTANA
Trabalho Comércio;5;PRI;PARI;PRI;PARI
Trabalho Serviços;60;PRI;PARI;CON;CONSOLACAO
Trabalho Serviços;5;PRI;PARI;PRI;PARI
Trabalho Comércio;15;PRI;PARI;PRI;PARI
Trabalho Serviços;45;PRI;PARI;VMN;VILA MARIANA
Trabalho Serviços;15;PRI;PARI;BRE;BOM RETIRO
Trabalho Serviços;15;PRI;PARI;BRE;BOM RETIRO
Trabalho Comércio;15;PRI;PARI;PRI;PARI
Trabalho Indústria;10;PRI;PARI;PRI;PARI
Trabalho Serviços;5;PRI;PARI;PRI;PARI
Trabalho Serviços;5;PRI;PARI;PRI;PARI
Trabalho Serviços;40;PRI;PARI;VMN;VILA MARIANA
Trabalho Serviços;10;PRI;PARI;VGL;VILA GUILHERME
Trabalho Serviços;60;PRI;PARI;BRE;BOM RETIRO
Trabalho Serviços;25;PRI;PARI;VGL;VILA GUILHERME
Trabalho Serviços;20;PRI;PARI;PRI;PARI
Trabalho Serviços;40;PRI;PARI;BRE;BOM RETIRO
Trabalho Serviços;55;PRI;PARI;fora_sp;Fora São Paulo
Trabalho Serviços;10;PRI;PARI;PRI;PARI
Trabalho Comércio;5;PRI;PARI;PRI;PARI
Trabalho Serviços;11;PRI;PARI;PRI;PARI
Trabalho Indústria;10;PRI;PARI;BRS;BRAS
Trabalho Serviços;20;PRI;PARI;PRI;PARI
Trabalho Serviços;2;PRI;PARI;PRI;PARI
Trabalho Serviços;2;PRI;PARI;PRI;PARI
Trabalho Indústria;11;PRI;PARI;PRI;PARI
Trabalho Indústria;10;PRI;PARI;PRI;PARI
Trabalho Serviços;30;PRI;PARI;SEE;SE
Trabalho Comércio;60;PRI;PARI;STN;SANTANA
Trabalho Comércio;25;PRI;PARI;BRS;BRAS
Trabalho Indústria;15;PRI;PARI;BRS;BRAS
Trabalho Comércio;15;PRI;PARI;BRS;BRAS
Trabalho Serviços;2;PRI;PARI;PRI;PARI
Trabalho Serviços;90;PRI;PARI;INI;ITAIM BIBI
Trabalho Comércio;25;PRI;PARI;BRE;BOM RETIRO
Trabalho Comércio;15;PRI;PARI;PRI;PARI
Trabalho Serviços;10;PRI;PARI;PRI;PARI
Trabalho Serviços;10;PRI;PARI;PRI;PARI
Trabalho Comércio;15;PRI;PARI;BRS;BRAS
Trabalho Serviços;35;PRI;PARI;BVI;BELA VISTA
Trabalho Comércio;25;PRI;PARI;PRI;PARI
Trabalho Comércio;40;PRI;PARI;BRS;BRAS
Trabalho Comércio;20;PRI;PARI;BRE;BOM RETIRO
Trabalho Comércio;20;PRI;PARI;BRE;BOM RETIRO
Trabalho Comércio;20;PRI;PARI;PRI;PARI
Trabalho Comércio;15;PRI;PARI;BRS;BRAS
Trabalho Serviços;45;PRI;PARI;REP;REPUBLICA
Trabalho Comércio;20;PRI;PARI;PRI;PARI
Trabalho Serviços;70;PRI;PARI;PIN;PINHEIROS
Trabalho Serviços;5;PRI;PARI;PRI;PARI
Trabalho Serviços;5;PRI;PARI;PRI;PARI
Trabalho Serviços;74;PRI;PARI;fora_sp;Fora São Paulo
Trabalho Comércio;10;BEL;BELEM;BEL;BELEM
Trabalho Comércio;10;BEL;BELEM;BEL;BELEM
Trabalho Serviços;50;PRI;PARI;fora_sp;Fora São Paulo
Trabalho Serviços;30;PRI;PARI;ARA;AGUA RASA
Trabalho Comércio;20;PRI;PARI;BRS;BRAS
Trabalho Serviços;10;CON;CONSOLACAO;CON;CONSOLACAO
Trabalho Comércio;10;PRI;PARI;BEL;BELEM
Trabalho Comércio;25;PRI;PARI;BRS;BRAS
Trabalho Serviços;2;PRI;PARI;PRI;PARI
Trabalho Serviços;2;PRI;PARI;PRI;PARI
Trabalho Serviços;1;PRI;PARI;PRI;PARI
Trabalho Serviços;1;PRI;PARI;PRI;PARI
Trabalho Serviços;40;PRI;PARI;VLE;VILA LEOPOLDINA
Trabalho Serviços;40;PRI;PARI;PIN;PINHEIROS
Trabalho Indústria;30;PRI;PARI;IPI;IPIRANGA
Trabalho Serviços;35;PRI;PARI;SCE;SANTA CECILIA
Trabalho Comércio;15;PRI;PARI;VMR;VILA MARIA
Trabalho Serviços;15;PRI;PARI;SCE;SANTA CECILIA
Trabalho Serviços;5;SCE;SANTA CECILIA;SCE;SANTA CECILIA
Trabalho Indústria;20;PRI;PARI;BRS;BRAS
Trabalho Comércio;40;PRI;PARI;LIB;LIBERDADE
Trabalho Serviços;50;PRI;PARI;PIN;PINHEIROS
Trabalho Comércio;15;PRI;PARI;BRS;BRAS
Trabalho Comércio;15;PRI;PARI;BRS;BRAS
Trabalho Comércio;15;PRI;PARI;BRS;BRAS
Trabalho Comércio;15;PRI;PARI;BRS;BRAS
Trabalho Comércio;15;PRI;PARI;BRS;BRAS
Trabalho Serviços;40;PRI;PARI;TAT;TATUAPE
Trabalho Serviços;55;PRI;PARI;CNG;CANGAIBA
Trabalho Serviços;10;PRI;PARI;BEL;BELEM
Trabalho Serviços;10;PRI;PARI;BEL;BELEM
Trabalho Comércio;20;PRI;PARI;BRS;BRAS
Trabalho Serviços;10;PRI;PARI;BEL;BELEM
Trabalho Comércio;3;PRI;PARI;PRI;PARI
Trabalho Indústria;50;PRI;PARI;JDP;JARDIM PAULISTA
Trabalho Comércio;20;PRI;PARI;PRI;PARI
Trabalho Indústria;20;PRI;PARI;PRI;PARI
Trabalho Serviços;1;PRI;PARI;PRI;PARI
Trabalho Serviços;20;PRI;PARI;SCE;SANTA CECILIA
Trabalho Serviços;25;PRI;PARI;SCE;SANTA CECILIA
Trabalho Comércio;45;PRI;PARI;REP;REPUBLICA
Trabalho Serviços;10;PRI;PARI;PRI;PARI
Trabalho Indústria;1;PRI;PARI;PRI;PARI
Trabalho Indústria;1;PRI;PARI;PRI;PARI
Trabalho Comércio;2;PRI;PARI;BRS;BRAS
Trabalho Serviços;20;PRI;PARI;BRS;BRAS
Trabalho Comércio;17;PRI;PARI;BRE;BOM RETIRO
Trabalho Comércio;10;PRI;PARI;BRS;BRAS
Trabalho Comércio;10;PRI;PARI;PRI;PARI
Trabalho Comércio;10;PRI;PARI;PRI;PARI
Trabalho Comércio;40;PRI;PARI;PRI;PARI
Trabalho Comércio;60;PRI;PARI;REP;REPUBLICA
Trabalho Comércio;10;REP;REPUBLICA;REP;REPUBLICA
Trabalho Comércio;20;PRI;PARI;BRS;BRAS
Trabalho Comércio;20;PRI;PARI;BRS;BRAS
Trabalho Comércio;15;PRI;PARI;PRI;PARI
Trabalho Comércio;15;PRI;PARI;PRI;PARI
Trabalho Serviços;60;PRI;PARI;fora_sp;Fora São Paulo
Trabalho Comércio;20;PRI;PARI;PRI;PARI
Trabalho Serviços;60;PRI;PARI;VGL;VILA GUILHERME
Trabalho Comércio;11;PRI;PARI;PRI;PARI
Trabalho Serviços;40;PRI;PARI;BFU;BARRA FUNDA
Trabalho Comércio;10;PRI;PARI;PRI;PARI
Trabalho Comércio;10;PRI;PARI;PRI;PARI
Trabalho Comércio;10;PRI;PARI;PRI;PARI
Procurar Emprego;38;PRI;PARI;REP;REPUBLICA
Trabalho Serviços;45;PRI;PARI;CON;CONSOLACAO
Trabalho Serviços;45;PRI;PARI;PIN;PINHEIROS
Trabalho Comércio;2;PRI;PARI;PRI;PARI
Trabalho Serviços;100;PRI;PARI;SAP;SAPOPEMBA
Trabalho Comércio;10;PRI;PARI;PRI;PARI
Trabalho Comércio;30;PRI;PARI;BRE;BOM RETIRO
Trabalho Comércio;10;PRI;PARI;BEL;BELEM
Trabalho Indústria;30;PRI;PARI;BEL;BELEM
Procurar Emprego;60;PRI;PARI;BRS;BRAS
Trabalho Indústria;1;PRI;PARI;PRI;PARI
Trabalho Comércio;5;PRI;PARI;BRS;BRAS
Trabalho Comércio;5;PRI;PARI;BRS;BRAS
Trabalho Serviços;10;PRI;PARI;PRI;PARI
Trabalho Serviços;40;PRI;PARI;MOE;MOEMA
Trabalho Comércio;15;PRI;PARI;BRS;BRAS
Trabalho Comércio;20;PRI;PARI;PRI;PARI
Trabalho Comércio;15;PRI;PARI;BRS;BRAS
Trabalho Comércio;20;PRI;PARI;PRI;PARI
Trabalho Comércio;20;PRI;PARI;BRE;BOM RETIRO
Trabalho Serviços;5;BEL;BELEM;PRI;PARI
Trabalho Serviços;7;BEL;BELEM;PRI;PARI
Trabalho Serviços;7;BEL;BELEM;PRI;PARI
Trabalho Serviços;5;PRI;PARI;PRI;PARI
Trabalho Serviços;5;PRI;PARI;PRI;PARI
Trabalho Comércio;15;PRI;PARI;PRI;PARI
Trabalho Indústria;20;PRI;PARI;BRS;BRAS
Trabalho Comércio;20;PRI;PARI;BRE;BOM RETIRO
Trabalho Comércio;15;PRI;PARI;BVI;BELA VISTA
Trabalho Serviços;14;BVI;BELA VISTA;VMN;VILA MARIANA
Trabalho Comércio;10;VMN;VILA MARIANA;BVI;BELA VISTA
Trabalho Comércio;15;PRI;PARI;BVI;BELA VISTA
Trabalho Indústria;20;PRI;PARI;PRI;PARI
Trabalho Serviços;40;PRI;PARI;SEE;SE
Trabalho Comércio;2;BRS;BRAS;BRS;BRAS
Trabalho Indústria;10;BRS;BRAS;PRI;PARI
Trabalho Comércio;10;BRS;BRAS;PRI;PARI
Trabalho Comércio;10;BRS;BRAS;BRS;BRAS
Trabalho Comércio;10;BRS;BRAS;BRS;BRAS
Trabalho Serviços;2;BRS;BRAS;BRS;BRAS
Trabalho Serviços;5;PRI;PARI;BRS;BRAS
Trabalho Comércio;15;BRS;BRAS;BRS;BRAS
Trabalho Comércio;10;BRS;BRAS;BRS;BRAS
Trabalho Comércio;5;BRS;BRAS;BRS;BRAS
Trabalho Comércio;5;BRS;BRAS;BRS;BRAS
Trabalho Comércio;15;BRS;BRAS;BRS;BRAS
Trabalho Comércio;10;BRS;BRAS;BRS;BRAS
Trabalho Comércio;10;BRS;BRAS;BRS;BRAS
Trabalho Serviços;10;BRS;BRAS;BRS;BRAS
Trabalho Serviços;5;BRS;BRAS;BRS;BRAS
Trabalho Serviços;40;BRS;BRAS;JAC;JACANA
Trabalho Serviços;5;BRS;BRAS;BRS;BRAS
Trabalho Comércio;10;BRS;BRAS;BRS;BRAS
Trabalho Serviços;2;BRS;BRAS;BRS;BRAS
Trabalho Serviços;2;BRS;BRAS;BRS;BRAS
Trabalho Comércio;20;BRS;BRAS;BRE;BOM RETIRO
Trabalho Serviços;60;BRS;BRAS;SCE;SANTA CECILIA
Trabalho Comércio;15;BRS;BRAS;BRS;BRAS
Trabalho Comércio;10;BRS;BRAS;PRI;PARI
Trabalho Comércio;10;BRS;BRAS;PRI;PARI
Trabalho Comércio;5;BRS;BRAS;PRI;PARI
Trabalho Serviços;10;BRS;BRAS;BRE;BOM RETIRO
Trabalho Serviços;8;BRS;BRAS;BRE;BOM RETIRO
Trabalho Serviços;30;BRS;BRAS;SEE;SE
Trabalho Serviços;5;BRS;BRAS;BRS;BRAS
Trabalho Serviços;5;BRS;BRAS;BRS;BRAS
Trabalho Comércio;15;BRS;BRAS;BRS;BRAS
Trabalho Comércio;15;BRS;BRAS;BRS;BRAS
Trabalho Serviços;60;BRS;BRAS;CAR;CARRAO
Trabalho Comércio;2;BRS;BRAS;BRS;BRAS
Trabalho Comércio;10;BRS;BRAS;BRE;BOM RETIRO
Trabalho Serviços;60;BRS;BRAS;SEE;SE
Trabalho Comércio;15;BRS;BRAS;BRS;BRAS
Trabalho Comércio;15;BRS;BRAS;BRS;BRAS
Trabalho Comércio;10;BRS;BRAS;BRE;BOM RETIRO
Trabalho Comércio;10;BRS;BRAS;BRE;BOM RETIRO
Trabalho Serviços;5;BRS;BRAS;PRI;PARI
Trabalho Serviços;5;BRS;BRAS;PRI;PARI
Trabalho Comércio;10;BRS;BRAS;BRS;BRAS
Trabalho Comércio;10;BRS;BRAS;BRS;BRAS
Trabalho Comércio;10;BEL;BELEM;BRS;BRAS
Trabalho Comércio;10;BRS;BRAS;BRS;BRAS
Trabalho Comércio;15;BRS;BRAS;BRS;BRAS
Trabalho Comércio;15;BRS;BRAS;BRS;BRAS
Trabalho Comércio;10;BRS;BRAS;PRI;PARI
Trabalho Comércio;5;BRS;BRAS;BRS;BRAS
Trabalho Comércio;2;BRS;BRAS;BRS;BRAS
Trabalho Comércio;1;BRS;BRAS;BRS;BRAS
Trabalho Comércio;1;BRS;BRAS;BRS;BRAS
Trabalho Comércio;5;BRS;BRAS;BRS;BRAS
Trabalho Serviços;20;BRS;BRAS;PRI;PARI
Trabalho Serviços;2;PRI;PARI;PRI;PARI
Trabalho Comércio;10;BRS;BRAS;BRS;BRAS
Trabalho Serviços;70;BRS;BRAS;fora_sp;Fora São Paulo
Trabalho Comércio;10;BRS;BRAS;PRI;PARI
Trabalho Comércio;1;PRI;PARI;PRI;PARI
Trabalho Comércio;1;BRS;BRAS;BRS;BRAS
Trabalho Comércio;5;BRS;BRAS;BRS;BRAS
Trabalho Comércio;1;BRS;BRAS;BRS;BRAS
Trabalho Comércio;2;BRS;BRAS;BRS;BRAS
Trabalho Serviços;10;BRS;BRAS;BRS;BRAS
Trabalho Serviços;10;BRS;BRAS;BRS;BRAS
Trabalho Comércio;5;BRS;BRAS;BRS;BRAS
Trabalho Comércio;5;BRS;BRAS;BRS;BRAS
Trabalho Comércio;5;BRS;BRAS;BRS;BRAS
Trabalho Serviços;20;BRS;BRAS;PRI;PARI
Trabalho Comércio;15;BRS;BRAS;BRS;BRAS
Trabalho Comércio;5;BRS;BRAS;BRS;BRAS
Trabalho Comércio;5;BRS;BRAS;BRS;BRAS
Trabalho Serviços;40;BRS;BRAS;LAP;LAPA
Trabalho Comércio;6;BRS;BRAS;BRS;BRAS
Trabalho Serviços;35;BRS;BRAS;REP;REPUBLICA
Trabalho Serviços;55;BRS;BRAS;CBE;CAMPO BELO
Trabalho Comércio;5;BRS;BRAS;BRS;BRAS
Trabalho Serviços;10;BRS;BRAS;BEL;BELEM
Trabalho Serviços;10;BRS;BRAS;BEL;BELEM
Trabalho Comércio;20;BRS;BRAS;BRS;BRAS
Trabalho Indústria;5;BRS;BRAS;BEL;BELEM
Trabalho Indústria;5;BRS;BRAS;BEL;BELEM
Trabalho Comércio;90;BRS;BRAS;CON;CONSOLACAO
Trabalho Comércio;20;BRS;BRAS;BRS;BRAS
Trabalho Comércio;15;BRS;BRAS;BRS;BRAS
